Length,Releases,Genres,ISRC
242.293,84,"['adult alternative pop', 'contemporary pop/rock', 'r&b', 'latin', 'rnb swing', 'pop', 'urban soul', 'pop rap', 'urban crossover: pop', 'funk soul', 'funk / soul', 'dance-pop', 'pop/r&b', 'pop rock', 'hip-hop', 'rock', 'europop', 'hip hop', 'pop/rock', 'electronic', 'urban', 'funk', 'split me', 'other pop', 'soul', 'rnb/swing']",USUM70603473
198.0,11,['k-pop'],QM4TW2013921
197.5865,22,[],USA2P2146867
145.667,1,[],USRC12203917
,0,[],INUM72400400
,0,[],USAT21102233
,0,[],INA1I2000881
,0,[],BKLVW2300013
,0,[],QZFYZ2047242
234.5,2,[],USA2P2033760
,0,[],DGA082298936
258.842,29,[],USSM12305014
209.0,22,[],US5TA1800038
167.263,7,[],ITUM72400671
,0,[],QZAKB2006575
,0,[],BRUM72300667
135.067,5,[],GBK3W2302568
,0,[],QM4TX2337349
229.92,20,[],GBUM72205420
,0,[],USLD91702518
,0,[],DGA072377012
171.1595,2,[],USSM12204451
175.775,13,[],KSA002300017
236.586,4,[],USUM72222551
164.571,4,[],USUM72403387
193.333,1,"['trap', 'hip hop']",USAT22306571
188.238,9,"['alternative pop', 'folk pop', 'pop rock', 'pop soul', 'pop']",USJMT1500001
128.199,11,[],USJ5G1815012
,0,[],USKRS2374406
217.768,1,['jazz'],QMFME2066843
204.6,19,[],QM4TX2344810
247.0,1,[],QM24S2006908
,0,[],QM6MZ2414114
222.374,12,['rnb'],USUM71903117
112.546,2,[],USUM72109804
181.86,4,[],USUM72000367
,0,[],USSM22200594
265.0,8,[],USSM12309167
176.0,1,"['latin pop', 'jazz', 'electronic']",QM6MZ2214887
,0,[],TCJPW2320943
,0,[],QM9WM1900144
224.0,11,"['latin', 'reggae', 'reggaeton']",USNPD1200128
,0,[],USDY42287367
174.0,1,"['regional mexicano', 'banda sinaloense']",MXB952400003
,0,[],INH102303862
215.0,8,[],CAW112100716
193.453,12,"['reggaetón', 'latin pop', 'indie rock', 'reggaeton', 'alternative']",GBAYE2200465
221.733,106,"['pop rap', 'r b soul', 'r&b', 'hip hop', 'pop general', 'contemporary r&b', 'pop', 'electronic', 'dance']",USLF21000041
237.0,2,['hip hop'],FR9W12215357
172.066,1,[],QMFMG2357542
177.562,6,[],USRC12400865
226.0,2,[],USSD11800386
267.0,4,[],USSD12100701
252.0,5,"['contemporary r&b; electronic; hip hop music; jazz; pop music; rhythm and blues; trance; trap music', 'hit single', 'hip hop']",USUM71312049
,0,[],QM6MZ2440135
208.0,5,[],USUM71603303
225.0,5,[],USUG12208608
117.528,1,[],QZTB32217762
165.79,1,[],DGA072230399
184.784,9,[],USUG12305006
165.853,1,[],USSM11606200
179.973,63,"['r&b', 'ballad', 'pop', 'soul', 'acoustic']",USSM11400599
,0,[],QMDA72384363
277.866,17,"['urban soul', 'pop rap', 'rap', 'r&b', 'hip hop', 'pop-rap', 'contemporary r&b', 'pop', 'soul', 'rnb/swing']",USCM51100547
268.013,62,"['alternative rock / pop', 'rock', 'techno', 'britannique', 'electropop', 'alternative rock', 'pop', 'permanent wave', 'electronic dance music', 'dance-pop']",GBAYE1400217
212.5,28,"['urban', 'hip hop rap', 'pop rap', 'rap', 'hip-hop', 'urban crossover', 'r&b', 'r b', 'rap hip-hop r b', 'hip hop', 'contemporary r&b', 'east coast hip hop', 'soul', 'dance pop']",USUM70609036
,0,[],QZES92173120
219.832,3,[],QZNMV2235460
185.0,10,[],US5TA2300150
190.588,3,[],USQX92305090
148.0,22,[],USA2P2330072
211.72,15,[],USUG12309749
219.613,29,[],USSM11905431
191.938,5,['rap/hip-hop'],USUM71708973
151.653,3,[],USSD12300253
215.0,2,[],USWL11700269
,0,[],QM6N22283397
649.333,3,[],NOFGR2331100
261.228,10,[],USUG12401049
208.518,6,[],USUG11900385
235.0,2,[],USWB11600360
167.0,1,['rhythm and blues'],USAT21801524
157.0,1,[],USHR12244823
,0,[],BK4DA2410627
192.493,31,[],US5TA2100051
202.0,15,"['pop rap', 'emo rap']",USUG12002091
272.386,32,"['melodic', 'breakup', 'blues rock', 'rock', 'romantic', 'sexy', 'longing', 'britannique', 'alternative/indie rock', 'indie rock', 'alternative rock', 'sexual', 'nocturnal', 'stoner rock', 'indie', 'pop/rock', 'alternative']",GBCEL1300332
148.0,2,['contemporary r&b'],USSM12105357
,0,[],TCJPU2357716
172.0,5,"['pop', 'hip hop', 'k-pop']",USUM72210832
133.762,4,"['pop', 'contemporary r&b']",USUG12104407
152.0,1,[],GBUM72308471
,0,[],ESA011561085
219.333,6,[],USUM72211050
,0,[],IEWNY2348674
268.0,3,['pop'],USAT21700379
211.373,6,[],USUM72013570
,0,[],THG012400089
223.0,13,['pop'],GBUM71404663
,0,[],THSOH2308099
,0,[],USUM72201829
138.0,6,['hip hop'],QMCE32100757
196.506,108,"['elektro', 'electronica', 'synthpop', 'synth-pop', 'indietronica', 'new wave', 'rock', 'comedy', 'house', 'alternative dance', 'pop', 'indie', 'electronic']",AUEI10800039
229.953,3,[],USA2P2323050
200.255,8,[],USSM12308549
247.0,38,"['alternative r&b', 'trap', 'electropop', 'contemporary r&b', 'pop', 'experimental']",USUM71414293
,0,[],QM6P41715585
,0,[],QZZNV2400046
133.565,2,[],QZMEM2171029
,0,[],EGA092200106
208.0,2,[],USSD12100294
,0,[],BCFWR2100002
,0,[],FR26V2072992
205.0,4,[],QZ22S1800006
,0,[],TRAUR2300024
158.8865,9,[],QZTBB2202743
196.0,2,[],QMRSZ2301462
209.0,1,[],USUG12400786
,0,[],USDXS2202170
225.0,37,"['doo-wop', 'bubblegum', 'pop rap', 'reggae', 'rhythm & blues', 'pop 2010er', 'pop soul', 'r&b', 'reggae-pop', 'teen pop', 'pop', 'blue-eyed soul']",USSM11408374
196.187,12,[],QMRSZ1802908
,0,[],ES31E2304202
177.67433333333335,50,"['pop rap', 'pop rock', '2014', 'r&b', 'year end chart', 'electro', 'rap/hip-hop', 'hip hop', 'contemporary r&b', 'pop', 'soul', 'billboard hot 100', 'electronic', 'dance-pop']",USWB11302648
206.385,7,[],USAT22200223
,0,[],TCADS1892866
395.0,17,[],GBUM72200352
162.092,100,"['pop', 'experimental rock', 'indie rock', 'alternative']",USAT21700438
203.0,39,"['pop rap', 'trap + pop rap', 'trap', 'trap rap + pop rap', 'trap rap']",QZA742002508
293.706,21,[],QZ22S1800057
148.0,2,"['synth-pop', 'jazz', 'electronic', 'reggaeton']",QM6MZ2214895
,0,[],USA2P2432334
158.973,11,[],KRA302300278
232.733,4,[],USRC11901581
135.46733333333333,5,"['edm', 'house']",GBAHT2301496
241.066,14,"['soul/r&b', 'r&b', 'jazz', 'contemporary r&b', 'electronic']",USUG11800570
197.143,4,[],USZXT2454115
189.787,7,[],QMRSZ2400819
161.0,1,[],USHR12142718
,0,[],FR10S2319442
136.0,2,[],TCAHK2379738
,0,[],INC622212231
186.0,2,[],BRWMB2100422
,0,[],DETO32300012
,0,[],TCABX1403338
,0,[],FR10S2380774
,0,[],QMFMF2131945
169.686,3,[],INS182303704
162.093,3,[],USUM72222553
230.0,1,['rap/hip-hop'],USSD11700349
225.0,7,[],QZ7XS2400007
,0,[],USLZJ2475867
222.0,9,[],USUG12208786
286.0,1,"['hip hop', 'reggaeton']",QM9WM1900130
205.974,1,[],INS181802759
,0,[],ROGRA2400380
153.8,1,[],FRX282231651
268.0,2,[],USWB12205041
186.0,1,[],QM4TW2040254
207.514,2,[],USQX92305379
221.746,18,['rap/hip-hop'],USAT21703429
144.0,1,[],USSM12101091
174.711,3,[],INS181802942
175.0,3,[],USSM12300114
,0,[],INU252204222
,0,[],GB28K1500038
161.583,1,[],UKP3G2004606
,0,[],USWL11700273
148.52,7,[],USSM12308662
200.645,16,['pop'],UKWLH2000001
168.026,65,[],US5TA2300179
189.268,4,"['tech house', 'house']",USZ4V1900134
,0,[],BXW922100034
170.414,4,['rap'],USUG12306086
168.929,13,[],GBUM72402016
226.0,1,[],RDRAY2200003
166.0,1,[],USRC12400579
165.8,13,"['pop', 'électronique']",DECE72201091
206.0,3,[],USQX92301939
170.625,30,"['electro house', 'edm', 'house', 'dance', 'pop', 'electronic', 'dance-pop']",GB28K1400007
191.96,1,['jersey club'],QMFME2364186
180.172,3,[],INS182303636
156.91,51,"['synth-pop', 'sexy', 'disco', 'pop', 'dance-pop']",GBAHT2000834
160.04,1,[],UYB282101025
135.0,1,[],QZTB32254226
,0,[],BK4DA2318657
173.336,6,[],USWB12400075
251.306,120,"['indie folk', 'alternative rock', 'indie pop', 'alternative/indie rock', 'pop/rock', 'singer-songwriter', 'pop', 'folk rock', 'folk']",GBMQN1100004
208.233,7,[],USQX92004148
184.0,28,"['pop', 'electronic']",USAT21900569
230.813,13,"['chart hits', 'boogie', 'funk', 'dance-pop', 'electro', 'disco', 'hip hop', 'pop', 'nu disco', 'dance']",GBARL1700262
222.0,121,"['melancholic', 'trip-hop', 'chocolate', 'rock and indie', 'techno', 'lo-fi', 'art pop', 'alternative dance', 'pop', 'indie', 'rhythmic', 'breaks', 'rapping', 'pop rap', 'eclectic', 'playful', 'alternative hip-hop', 'dub', 'feel good', 'alternative/indie rock', 'alternative rock', 'alternative pop/rock', 'experimental', 'alternative', 'pop rock', 'rap', 'alternative and punk', 'abstract hip hop', 'rock', 'alternative punk', 'hip hop', 'trip hop', 'electronic', 'post-modern electronic pop', 'urban', 'elektro', 'bittersweet', 'downtempo', 'funk', 'alternative hip hop']",GBAYE0500172
193.0,32,"['pop', 'europop', 'dance']",USUM71401800
174.1,6,[],USUM71911804
,0,[],INUM72100052
,0,[],MXF011400346
220.666,4,['alternative hip hop'],USSM12003440
202.104,3,[],USUG12003586
220.426,37,"['country', 'pop rock', 'country pop', 'sweet', 'chill', 'lovely', 'dream pop', 'catchy', 'pop']",USUG12103658
156.186,43,"['pop', 'electropop']",USUG11900610
217.5,41,"['pop', 'dance-pop']",USSM11602625
137.419,5,[],AEA2D2300315
117.066,6,['pop'],USUM72115284
151.69,9,['pop'],QZMEN2295194
,0,[],QZWA32200398
,0,[],UYB282201029
157.72,3,[],GBCPZ2423268
,0,[],AUMEV2314402
195.18,22,"['country', 'folk']",USG4X1800054
342.04,9,"['hard rock', 'indie pop', 'neo soul', 'hip hop', 'alternative rock', 'electronic']",USWB11801008
185.085,1,[],ZZOPM2235984
,0,[],QM6N22374183
193.0,30,"['r&b', 'hip hop', 'contemporary r&b', 'wiggle wit it', 'pop', 'soul', 'dance']",USWB11400672
,0,[],BCA2A2200128
149.677,2,[],USUG12402960
152.0,3,[],USAT21901942
,0,[],USZXT2351612
150.0,3,['pop'],USSM12207337
,0,[],TCAFW2108079
148.0,29,['pop'],NLW4L1900121
194.2,78,"['country', 'synth-pop', 'chill', 'downtempo', 'electropop', 'electro', 'chill-out music', 'pop']",USUG12205711
140.0,1,[],QM4TW2159341
145.528,1,[],USUM72306884
154.666,1,[],INW262400703
288.2,4,[],JPPO02401026
220.0,39,['pop'],GBKPL1778698
285.634,96,"['indie folk', 'pop music', 'synth-pop', 'pop rock', 'country pop', 'chamber pop', 'indie pop', 'jazz', 'alternative rock', 'pop', 'singer-songwriter', 'electronic', 'ambient', 'country music']",USUG12002838
162.0,7,[],KRA402300038
,0,[],ING642304903
,0,[],DGA062340713
225.1065,9,"['gangsta rap', 'rap', 'thug rap', 'hip hop', 'producer tag - young chop']",USUM71214600
168.0,1,[],ZZOPM2445925
163.288,3,"['remark/humorous', 'remark/catchy']",RUA591801291
101.0,2,[],USSM12302214
,0,[],QMFMG2346935
250.0,5,"['pop', 'latin', 'latin pop', 'vocal']",USSD11300464
182.0,9,[],USUG12300812
193.0,68,"['country', 'trance', 'indie folk', 'pop music', 'synth-pop', 'pop rock', 'country pop', 'sweet', 'chill', 'europop', 'bubblegum music', 'jazz', 'alternative rock', 'pop', 'cheerful', 'electronic', 'reflective', 'country music']",USUG11901267
,0,[],BCM9A2300096
166.956,4,[],USUM72404717
,0,[],QZDQH1908793
204.753,5,[],USSD11700316
,0,[],SGB502203331
194.0,8,[],USUM72302654
200.333,2,[],USWB12302904
237.473,1,[],CLA1D2200030
184.06,9,"['pop', 'rnb/swing']",QZ47A1800201
185.113,22,[],USUG12302442
167.922,12,[],US5TA2000037
231.848,1,[],MXF151800454
214.0265,17,"['rock', 'sexy', 'britannique', 'alternative/indie rock', 'indie rock', 'alternative rock', 'post-punk', 'pop/rock', 'indie', 'alternative']",GBCEL1300373
388.5,51,"['electro house', 'teen pop', 'adult contemporary', 'pop', 'electronic']",USUM71202650
,0,[],QZH6S1900806
231.633,90,"['pop rock', 'rock', 'hard trance', 'ballad', 'teen pop', 'pop general', 'pop']",GBHMU1300210
232.4,10,"['melodic', 'psychedelic rock', 'pop rock', 'bittersweet', 'longing', 'funk rock', 'alternative rock']",USWB12105880
192.693,1,[],USWB12400281
143.47,4,[],USRC12302981
133.0,2,[],USWB12301125
,0,[],INS922000422
252.46633333333335,90,"['urban soul', 'hip-hop', 'pop soul', 'r&b', 'house', 'r b', 'hip hop', 'contemporary r&b', 'post-punk', 'pop', 'soul', 'rnb/swing', 'r&b / soul', 'electronic']",USJAY0400348
210.0,51,"['vocal', 'spanish', 'schlager', 'alternative r&b', 'latin pop', 'latin', 'alternative rock', 'pop']",DEUM71601055
197.694,1,[],USUG12310037
,0,[],LBA0H1700138
220.75,5,[],TCAEE1990215
226.0,3,[],USRC12302587
,0,[],QMFMF2007349
225.013,77,"['pop rap', 'r&b', 'neo soul', 'hip hop', 'jazz', 'contemporary r&b', 'pop', 'soul', 'rnb/swing', 'neo-soul']",USRC11201015
260.773,4,['contemporary r&b'],USSM11914370
320.0,2,[],INZ031412468
211.773,85,"['pop', 'europop', 'dance-pop']",GBHMU1500046
202.0,148,"['folk pop', 'indie folk', 'pop rock', 'rock', 'folk blues rock', 'acoustic', 'blues', 'singer-songwriter', 'pop', 'indie rock', 'ska', 'indie', 'folk rock', 'singer/songwriter', 'folk']",GBARL1400477
,0,[],USA2B2308081
,0,[],BK4DA2412746
246.0,2,[],USWL11600243
284.812,1,[],PHUM72300128
211.0,23,[],US5TA2100022
187.844,4,[],FR7IX1800130
191.413,4,[],USEP42231001
,0,[],QM4TW2488674
231.261,19,[],USUM71805184
242.0,2,[],FR2X42253130
261.603,1,[],USSD12000187
224.933,3,['hip hop'],CA5KR2101974
,0,[],USDY42003198
242.994,325,"['synth-pop', 'euro house', 'recession pop', 'dance-pop', 'house', 'electropop', 'remark/catchy', 'remark/well-known', 'pop general', 'alternative rock', 'pop', 'rnb/swing', 'dance pop', 'electronic', 'dance']",USUM70807646
269.0,3,"['pop', 'rock', 'pop rock']",DEUM71903009
345.0,2,[],QM6MZ2057011
,0,[],GX3Q92325690
347.226,4,"['gangsta rap', 'hip hop', 'rap']",USCM51100267
181.573,7,"['hip hop', 'rap']",USCM51100731
193.027,2,['hip hop'],USAT21904711
75.61,1,[],QZMEP2360644
129.541,2,[],QM42K1931856
214.071,13,"['pop', 'electronic', 'électronique']",USUG12202132
238.173,40,"['general hard rock', 'heavy metal', 'romantico', 'pop rock', 'contemporary pop/rock', 'country rock', 'rock', 'hard rock', 'post-grunge', 'alternative metal', 'pop/rock', 'alternative rock', 'metal', 'alternative']",USRH12000111
167.234,1,[],INUM72400156
,0,[],ING582100020
220.394,3,[],USAT22307524
140.5,1,[],BRWMB2100721
203.384,12,[],USSM12102874
231.0,8,[],USRC12301713
160.72,3,[],USSM11913145
244.492,7,[],USRC12100003
147.679,25,[],USUM72306020
219.96,10,['latin pop'],ES5701800456
191.0,2,[],USWB12000170
184.373,6,[],USA2P2243432
,0,[],QZNJZ2368122
,0,[],FR96X1865569
181.6335,51,"['pop', 'dance and house', 'festival progressive house', 'dance-pop']",SE5R71700101
,0,[],QZMZ92307983
218.0,76,"['pop', 'sexy', 'synth-pop', 'dance-pop']",GBAHT1600301
185.773,34,"['synth-pop', 'indie pop']",USUM71920712
231.5,100,"['trance', 'r&b', 'jazz', 'contemporary r&b', 'pop', 'electronic dance music', 'pop rap', 'european pop', 'electro', 'synthwave', 'dance-pop', 'synth-pop', 'europop', 'electropop', 'ballad', 'hip hop', 'teen pop', 'electronic', 'pop music']",USUM71409728
241.88,6,[],US2BU1900761
205.0,30,['pop'],USWB11801903
172.246,22,"['pop', 'synth-pop', 'electronic', 'dance-pop']",USAT22400525
,0,[],TCAIA2470789
158.784,6,[],USUYG1257043
191.0,2,[],NLRD51859885
177.0,9,"['trap', 'rap/hip-hop', 'hip hop']",USAT21801432
214.0,8,['pop'],GBARL2201128
,0,[],BCZT72400033
207.333,32,"['pop rap', 'rap', 'hip-hop', 'pop/hiphop/rap', 'soundtrack', 'hip hop', 'http://musicbrainz.org/recording/4b697aa2-658c-4988-82ec-d415fb4f7f13', 'pop']",USAT21102232
195.0,5,[],USQX91901115
,0,[],INS182006274
154.6,37,"['pop', 'alternative rock']",ITV951900009
,0,[],USWL12400691
221.013,14,"['pop rap', 'hip hop']",USUM71712944
309.327,5,[],USAT22203487
222.333,59,"['pop rock', 'american idol', 'ballad', 'teen pop', 'pop/rock', 'pop', 'new age', 'dance-pop']",USCA21200932
,0,[],DGA0Q2317098
201.0,76,"['pop', 'pop rnb dance', 'dance club electro']",SEWEE1500509
158.518,1,[],MXF012400293
313.0,2,[],INS182300550
132.0,9,['pop'],DEE862201008
165.0,2,[],USUYG1489119
205.9265,23,[],FR8FB1901430
,0,[],QZTVM2225505
158.0,23,['pop'],GBK3W2402961
192.0,1,[],USSD11900381
226.106,9,"['pop', 'r&b', 'pop in spanish']",USSD11700088
,0,[],FRX452325278
126.0,15,[],USUG12400205
214.0,2,[],USA2P2251898
163.071,29,['tempo change'],USSM12305017
,0,[],QMCE31700918
188.27,7,['country pop'],USRN11600859
,0,[],QZ22B1946607
182.706,54,[],US5TA2300005
229.0,14,"['adult alternative pop', 'vocal', 'rock', 'indie pop', 'ballad', 'pop', 'indie']",USSM11306713
,0,[],TCJPV2340443
,0,[],UYB282376016
231.133,142,"['country', 'modern country', 'pop rock', 'country pop', 'sweet', 'chill', 'country rock', 'contemporary country', 'happy', 'upbeat', 'teen pop', 'catchy', 'popular music', 'pop', 'fun']",USCJY0803328
196.784,3,[],TCACS1642138
,0,[],BCN5Z2200003
325.9465,74,"['melancholic', 'alternative-rock', 'psychedelic rock', 'college rock', 'psychedelic', 'blues', 'philosophical', 'beach boys', 'rhythmic', 'funk metal', 'alt-rock', 'hard rock', 'mellow', 'conscious', 'summer', 'apocalyptic', 'alternative/indie rock', 'dance-rock', 'alternative rock', 'rock_alternative rock', 'alternative pop/rock', 'alternative', 'rock_alternative rock_rock_alternative rock', 'pop rock', 'alternative and punk', 'rock', 'funk rock', 'hardnheavy', 'pop/rock', '00s', 'alt funk', 'melodic', 'heavy metal', 'blood suger', 'alienation', 'bittersweet', 'rock; alternative; alternative rock; funk; funk rock', 'funk', 'poetic', 'indie rock', 'satirical', 'alt rock', 'rap-rock']",USWB19900690
211.461,14,"['rock', 'latin pop', 'ballad', 'latin', 'pop', 'tribal house', 'electronic', 'soft rock']",USSD11400352
209.269,4,['rap/hip-hop'],USAT21700435
160.529,7,['pop'],USWB12303800
143.666,10,[],USUM71917221
245.693,69,"['r&b', 'jazz', 'contemporary r&b', 'pop', 'ambient', 'rhythm and blues', 'sexy', 'pop rnb dance', 'contemporary r&b/soul', 'dark', 'alternative r&b', 'rock', 'hip hop', 'the hills', 'electronic', 'dubstep', 'neo soul', 'indie rock', 'soul']",USUG11401323
,0,[],BCDE52200008
203.108,17,[],KRA302300242
,0,[],UYB282379019
262.703,2,[],QZA742422174
,0,[],INY091700034
,0,[],SE6XW2288884
,0,[],DGA062354084
,0,[],QZNJV2032699
,0,[],QZTB22273485
,0,[],QZZ662413549
225.812,1,[],USWL12000002
171.853,3,[],USUG12403371
254.4,15,['metal'],USDPK1800004
236.216,2,"['pop rap', 'jazz']",QM7281884659
210.986,4,[],USUM72222550
148.96,22,"['pop', 'dance-pop', 'alternative rock']",GBUM72102422
208.9595,65,"['hip hop rap', 'gangsta rap', 'pop rap', 'rap', 'east coast rap', 'hip-hop', 'urban crossover', 'sexy', 'gangsta', 'candy shop', 'massacre', 'hip hop', 'hardcore rap']",USIR10500072
240.0,3,[],KRC712100039
140.853,4,[],QZAPK2000176
,0,[],USA2P2243895
201.813,3,['hip hop'],USQX91702666
208.16,5,"['hip hop', 'west coast hip hop']",USUYG1027384
175.767,4,[],QMRSZ2302172
,0,[],USSM22202811
,0,[],ZB1OS2300183
,0,[],ARRWN2000082
99.0,1,[],QM3DF2222961
,0,[],QZDQH2143285
231.079,44,['pop'],USRC11700814
214.632,7,[],QZXDB2300047
,0,[],SE6XY2215995
110.938,2,[],QZTAS2238500
173.627,6,[],TCADE1784654
,0,[],QZ9QQ2300783
,0,[],BCZZV2200032
,0,[],INS181900274
135.611,1,[],USWL12200130
172.0,14,"['pop', 'diva house', 'dance / electro pop', 'dance-pop']",DEE862201655
,0,[],SGB502208098
178.312,5,[],FRX762022181
229.093,25,"['pop', 'hip hop', 'dance-pop']",USRC11402647
214.52,16,[],TCADI1720999
135.0,1,[],USWB11903266
,0,[],DGA0H2357875
300.396,10,[],USUG12309753
232.84,43,['pop'],USUG11601029
190.318,39,"['pop', 'synth-pop', 'dance-pop']",USAT22203651
195.962,2,"['pop', 'merge']",USQX92003343
,0,[],QZNW72249626
179.56,14,[],USA2P2339028
,0,[],QZHNC2184834
,0,[],INS172001990
196.0,5,[],QMRSZ2102055
,0,[],USANG2210588
222.122,1,[],DEKF22400486
210.04,79,"['trance', 'elektro', 'house', 'ambiguous isrcs', 'club', 'pop', 'electronic', 'dance']",FRZID0900480
240.25,3,[],QM4TX2371595
,0,[],AUXN22297509
,0,[],FRPZ92417040
,0,[],QZHN62167502
,0,[],QM6N22452000
,0,[],QZNFJ2402633
,0,[],ZA4MG1700001
185.0,2,[],USQX92305193
228.32,20,"['country', 'contemporary country']",USLXJ1507199
151.776,2,[],USRC12202590
226.0,3,[],USQX92304263
,0,[],QMDA62184373
210.0,1,[],CAW112300246
151.625,6,[],ZZOPM2003235
236.333,3,[],USRC11902505
288.0,3,[],INZ031413259
169.852,1,[],GBUM72302199
240.586,6,"['trancecore', 'emo-pop', 'alternative metal']",GBARL2400277
195.745,11,['pop'],TCADL1840559
,0,[],BXG6R2300280
216.347,48,[],USUM72312706
167.477,1,[],USUM72400673
177.893,5,[],USAT22308669
,0,[],GBARL2400420
,0,[],THW092201719
108.16,8,[],USUM72002036
237.772,2,[],GBARL1702250
,0,[],HKK972235335
186.68,37,"['pop', 'elektro/pop', 'electro / pop', 'electropop']",GBAHS1800484
189.826,8,[],MXF011900173
,0,[],BXW922400001
165.0,3,[],USUM71809565
154.0,5,[],USUM71804149
,0,[],QM4TX1990759
209.0,16,"['pop rap', 'electropop', 'tropical house', 'pop', 'dance-pop']",USRC11601332
210.288,1,"['electro house', 'electronic']",NOG841803010
161.0,2,['pop'],USAT22105014
,0,[],US38Y2304586
173.419,1,[],USAT22207312
,0,[],ZA56E2305137
179.791,1,[],USUYG1539670
159.293,11,[],USAT22002973
159.0,35,['pop'],USAT21600354
209.7145,8,[],USCGH1697037
,0,[],TCAHN2316445
,0,[],AEA0Q2376389
207.853,8,[],US2BU1801109
195.0,18,[],QM4TX2337765
217.44,16,[],USAT21704623
178.0,13,[],USA2P2230222
353.0,17,"['country', 'indie folk', 'pop music', 'synth-pop', 'pop rock', 'country pop', 'sweet', 'country rock', 'chill', 'lovely', 'catchy', 'pop', 'country music']",USUG12302081
186.453,3,[],USUM72222544
235.0,1,['pop rock'],QMAF31500062
169.0,3,[],USSM12300831
,0,[],QZLBC2302548
310.0,1,[],JPPO02400480
227.0,3,[],USSD11600005
156.826,70,"['pop', 'dance and house', 'contemporary r&b']",SE5R71900201
,0,[],IND292208377
202.795,4,[],USSM12004756
,0,[],INS171806873
185.6,9,[],JPWP02370420
174.307,1,[],USWB12004216
,0,[],INE241800060
143.48,4,[],USUYG1390429
234.0,2,[],MXA411400084
,0,[],QZNWQ2336916
270.705,3,[],JPPO02304150
172.761,8,"['pop', 'indie', 'sexy', 'indie pop']",USUG12001567
174.28,63,[],US5TA2300237
230.866,11,['pop'],DEA622201528
,0,[],UYB282379007
,0,[],USA2P2420093
187.0,2,[],KRMIM2335213
218.106,23,"['modern alternative rock', 'rock', 'indie pop', 'indie rock', 'pop', 'indie']",USUM71416307
189.259,1,['trap latino'],QMFME2364185
156.293,89,"['alternative pop', 'indie folk', 'pop music', 'pop rock', 'synth-pop', 'country pop', 'folk-pop', 'pop', 'country music']",USUG12401038
,0,[],QM6N22432504
139.0,1,[],CAW112300242
233.0,4,[],KRA492400564
,0,[],FR10S1963992
155.031,1,[],UYB282376006
212.304,3,[],MXF152200437
230.0,2,[],INUM72100074
379.059,1,['drumless hip hop'],QMFME2364181
,0,[],FRX282404287
176.213,4,[],USUM71916692
,0,[],BXW922200001
82.0,2,[],QZNMY2304784
194.147,5,"['gangsta rap', 'billboard hot 100; year end chart', '2014', 'rock', 'year end chart', 'american rock', 'hip hop', 'american', 'pop', 'trap', 'billboard hot 100']",USSM11405787
,0,[],QZ5AB2358733
192.226,5,"['contemporary r&b', 'rhythm & blues']",USSM12106837
173.871,2,[],USSM12305651
246.346,1,[],PHW012300230
219.2,28,"['country', 'pop rock', 'country pop', 'sweet', 'chill', 'lovely', 'catchy', 'pop', 'dance-pop']",USUG12306677
120.165,2,[],QZZ4J2400154
216.666,89,"['alternative pop', 'indie folk', 'pop music', 'pop rock', 'synth-pop', 'country pop', 'folk-pop', 'pop', 'country music']",USUG12401043
227.0,2,[],USRC12300035
,0,[],QZDYA1800021
191.822,33,"['pop', 'pop rap']",USAT22203704
159.316,18,['pop'],GBAHS2300402
,0,[],USSD12000059
268.504,32,"['pop', 'acapella/pop', 'christmas music', 'vocal']",USRC11601833
,0,[],CA5KR2466583
244.0,3,[],USSM11507194
224.0,11,[],USRC12203892
169.998,39,"['dance pop', 'electronic', 'dance']",QMUY41800271
148.647,4,"['trap', 'trap rap']",USAT21904061
270.706,3,[],USSM11806658
292.6,9,[],USSM12402042
190.23,5,[],USEP42414005
104.16,21,[],CA5KR2269973
199.0,3,['western hip-hop/rap'],USUM71708224
,0,[],ITI022200181
120.0,3,['jazz'],USUYG1156895
,0,[],ESA012082771
256.532,16,"['hip-hop/rap', 'hip hop']",USUM71511528
249.0,2,[],QM9WM1900166
239.0,22,"['pop', 'pop rock', 'synth-pop']",USUG12401046
278.0,32,"['pop', 'electronic']",USRC11703503
,0,[],VNA1M2204855
152.0,1,[],USWB12300650
269.727,2,[],USSM12107536
,0,[],GBPVV2204622
202.0,27,"['pop', 'glam rock']",GBUM72205030
,0,[],BXI8I2100073
240.0,12,[],KRA302200097
175.0,34,"['pop', 'pop rap']",USSM11301446
358.983,13,[],GBCFB2100832
272.0,4,[],USRC11701116
,0,[],NGA3B2201001
,0,[],UKKTQ2200011
223.0,50,"['pop', 'deep house', 'tropical house', 'dance-pop']",SEBGA1500071
,0,[],VNA0R1989249
207.4065,8,['pop'],USRN12000200
,0,[],IDA832200929
226.72,29,[],USSM12305018
,0,[],SE6SA2261140
208.0,6,[],USUG11802481
,0,[],SGB502102465
,0,[],USA172010502
167.312,8,['boogie rock'],USNO12300381
,0,[],QZ9QQ2300794
120.0,2,[],USUM72400053
225.6,6,"['pop', 'tropical house;moombahton']",USUG12103119
166.299,19,[],USUM72318696
179.0,6,"['ukrainian rap', 'alternative pop', 'rap', 'ukrainian', 'ukraine', 'hip hop', 'ukrainian pop', 'pop', 'ukrainian hip hop', 'english']",UAEO12300107
181.661,12,"['trap', 'emo trap', 'hip hop', 'emo rap']",USUG12001896
276.0,1,[],USSM11705366
